customer_id,age,tenure,service_type,monthly_fee,churn,lifetime_value,service_weight,engagement_score,R_score,F_score,M_score,RFM_score,rfm_segment,_tenure_bucket,_age_group
C1548,41,61,bundle,24.13,0,1471.93,3.0,12.381,5,5,2,12,Champions,49+,36-45
C1549,33,16,internet,131.65,0,2106.4,2.0,5.666,2,3,3,8,Potential,13-24,26-35
C1550,19,2,bundle,105.44,1,210.88,3.0,3.296,1,2,1,4,At Risk,0-6,18-25
C1551,66,31,tv,25.81,0,800.11,1.0,3.466,3,2,2,7,Potential,25-48,65+
C1552,45,12,tv,127.89,0,1534.68,1.0,2.565,1,1,2,4,At Risk,7-12,36-45
C1553,49,67,mobile,43.91,0,2941.97,1.0,4.22,5,3,4,12,Champions,49+,46-55
C1554,44,13,bundle,76.96,0,1000.48,3.0,7.917,1,4,2,7,Potential,13-24,36-45
C1555,37,10,tv,30.33,0,303.3,1.0,2.398,1,1,1,3,Hibernating,7-12,36-45
C1556,41,55,mobile,109.42,1,6018.1,1.0,4.025,4,3,5,12,Champions,49+,36-45
C1557,29,66,bundle,103.36,0,6821.76,3.0,12.614,5,5,5,15,Champions,49+,26-35
C1558,67,28,internet,39.56,0,1107.68,2.0,6.735,3,4,2,9,Loyal,25-48,65+
C1559,52,8,tv,130.88,1,1047.04,1.0,2.197,1,1,2,4,At Risk,7-12,46-55
C1560,50,66,internet,66.18,0,4367.88,2.0,8.409,5,4,4,13,Champions,49+,46-55
C1561,50,24,bundle,50.95,0,1222.8,3.0,9.657,2,5,2,9,Loyal,13-24,46-55
C1562,68,41,tv,31.33,0,1284.53,1.0,3.738,3,2,2,7,Potential,25-48,65+
C1563,60,8,bundle,47.26,0,378.08,3.0,6.592,1,4,1,6,Potential,7-12,56-65
C1564,54,39,internet,13.08,0,510.12,2.0,7.378,3,4,1,8,Potential,25-48,46-55
C1565,29,24,tv,91.66,0,2199.84,1.0,3.219,2,1,3,6,Potential,13-24,26-35
C1566,20,4,internet,127.91,1,511.64,2.0,3.219,1,1,1,3,Hibernating,0-6,18-25
C1567,18,10,bundle,86.86,1,868.6,3.0,7.194,1,4,2,7,Potential,7-12,18-25
C1568,50,58,bundle,40.7,0,2360.6,3.0,12.233,5,5,3,13,Champions,49+,46-55
C1569,57,37,internet,14.71,0,544.27,2.0,7.275,3,4,1,8,Potential,25-48,56-65
C1570,27,71,tv,40.05,0,2843.55,1.0,4.277,5,3,3,11,Loyal,49+,26-35
C1571,60,4,internet,68.26,0,273.04,2.0,3.219,1,1,1,3,Hibernating,0-6,56-65
C1572,61,47,bundle,116.35,1,5468.45,3.0,11.614,4,5,5,14,Champions,25-48,56-65
C1573,46,17,internet,36.3,0,617.1,2.0,5.781,2,3,1,6,Potential,13-24,46-55
C1574,30,69,bundle,110.77,0,7643.13,3.0,12.745,5,5,5,15,Champions,49+,26-35
C1575,29,36,internet,131.37,0,4729.32,2.0,7.222,3,4,4,11,Loyal,25-48,26-35
C1576,48,59,tv,73.55,0,4339.45,1.0,4.094,5,3,4,12,Champions,49+,46-55
C1577,63,47,tv,125.0,1,5875.0,1.0,3.871,4,2,5,11,Loyal,25-48,56-65
C1578,19,27,internet,87.65,0,2366.55,2.0,6.664,2,4,3,9,Loyal,25-48,18-25
C1579,68,68,internet,99.19,0,6744.92,2.0,8.468,5,4,5,14,Champions,49+,65+
C1580,67,39,tv,83.68,0,3263.52,1.0,3.689,3,2,4,9,Loyal,25-48,65+
C1581,52,44,bundle,74.84,0,3292.96,3.0,11.42,4,5,4,13,Champions,25-48,46-55
C1582,40,61,tv,42.85,0,2613.85,1.0,4.127,5,3,3,11,Loyal,49+,36-45
C1583,34,57,bundle,52.45,0,2989.65,3.0,12.181,4,5,4,13,Champions,49+,26-35
C1584,43,66,internet,50.6,0,3339.6,2.0,8.409,5,4,4,13,Champions,49+,36-45
C1585,25,55,internet,88.86,0,4887.3,2.0,8.051,4,4,5,13,Champions,49+,18-25
C1586,46,39,bundle,26.79,0,1044.81,3.0,11.067,3,5,2,10,Loyal,25-48,46-55
C1587,43,39,internet,138.35,0,5395.65,2.0,7.378,3,4,5,12,Champions,25-48,36-45
C1588,27,32,bundle,110.89,0,3548.48,3.0,10.49,3,5,4,12,Champions,25-48,26-35
C1589,43,5,mobile,66.2,1,331.0,1.0,1.792,1,1,1,3,Hibernating,0-6,36-45
C1590,51,18,tv,32.21,0,579.78,1.0,2.944,2,1,1,4,At Risk,13-24,46-55
C1591,68,39,mobile,133.48,1,5205.72,1.0,3.689,3,2,5,10,Loyal,25-48,65+
C1592,58,58,bundle,125.33,0,7269.14,3.0,12.233,5,5,5,15,Champions,49+,56-65
C1593,24,58,tv,111.04,1,6440.32,1.0,4.078,5,3,5,13,Champions,49+,18-25
C1594,21,47,bundle,48.02,0,2256.94,3.0,11.614,4,5,3,12,Champions,25-48,18-25
C1595,67,40,tv,66.34,0,2653.6,1.0,3.714,3,2,3,8,Potential,25-48,65+
C1596,62,12,tv,24.38,0,292.56,1.0,2.565,1,1,1,3,Hibernating,7-12,56-65
C1597,28,44,tv,36.47,0,1604.68,1.0,3.807,4,2,2,8,Potential,25-48,26-35
C1598,46,52,tv,119.62,0,6220.24,1.0,3.97,4,2,5,11,Loyal,49+,46-55
C1599,53,41,bundle,110.11,0,4514.51,3.0,11.213,3,5,4,12,Champions,25-48,46-55
C1600,42,62,tv,93.09,0,5771.58,1.0,4.143,5,3,5,13,Champions,49+,36-45
C1601,38,26,tv,135.4,0,3520.4,1.0,3.296,2,2,4,8,Potential,25-48,36-45
C1602,53,37,mobile,91.66,0,3391.42,1.0,3.638,3,2,4,9,Loyal,25-48,46-55
C1603,27,59,internet,75.38,0,4447.42,2.0,8.189,5,4,4,13,Champions,49+,26-35
C1604,54,6,internet,57.65,0,345.9,2.0,3.892,1,2,1,4,At Risk,0-6,46-55
C1605,26,4,mobile,141.66,1,566.64,1.0,1.609,1,1,1,3,Hibernating,0-6,26-35
C1606,41,44,mobile,21.58,0,949.52,1.0,3.807,4,2,2,8,Potential,25-48,36-45
C1607,52,57,bundle,140.32,0,7998.24,3.0,12.181,4,5,5,14,Champions,49+,46-55
C1608,66,30,bundle,125.74,1,3772.2,3.0,10.302,3,5,4,12,Champions,25-48,65+
C1609,52,22,bundle,28.19,0,620.18,3.0,9.406,2,5,1,8,Potential,13-24,46-55
C1610,65,41,mobile,89.1,0,3653.1,1.0,3.738,3,2,4,9,Loyal,25-48,56-65
C1611,53,9,mobile,131.32,1,1181.88,1.0,2.303,1,1,2,4,At Risk,7-12,46-55
C1612,35,31,tv,90.05,0,2791.55,1.0,3.466,3,2,3,8,Potential,25-48,26-35
C1613,66,52,bundle,137.01,1,7124.52,3.0,11.911,4,5,5,14,Champions,49+,65+
C1614,56,29,bundle,142.02,0,4118.58,3.0,10.204,3,5,4,12,Champions,25-48,56-65
C1615,49,38,bundle,69.13,0,2626.94,3.0,10.991,3,5,3,11,Loyal,25-48,46-55
C1616,41,30,internet,62.82,0,1884.6,2.0,6.868,3,4,3,10,Loyal,25-48,36-45
C1617,40,1,tv,141.08,1,141.08,1.0,0.693,1,1,1,3,Hibernating,0-6,36-45
C1618,49,11,bundle,104.52,1,1149.72,3.0,7.455,1,4,2,7,Potential,7-12,46-55
C1619,54,38,bundle,26.24,0,997.12,3.0,10.991,3,5,2,10,Loyal,25-48,46-55
C1620,29,65,bundle,15.92,0,1034.8,3.0,12.569,5,5,2,12,Champions,49+,26-35
C1621,66,12,internet,89.05,0,1068.6,2.0,5.13,1,3,2,6,Potential,7-12,65+
C1622,30,45,internet,140.22,0,6309.9,2.0,7.657,4,4,5,13,Champions,25-48,26-35
C1623,40,26,mobile,128.19,1,3332.94,1.0,3.296,2,2,4,8,Potential,25-48,36-45
C1624,42,16,tv,104.62,0,1673.92,1.0,2.833,2,1,3,6,Potential,13-24,36-45
C1625,52,59,mobile,29.48,0,1739.32,1.0,4.094,5,3,3,11,Loyal,49+,46-55
C1626,58,63,tv,45.59,0,2872.17,1.0,4.159,5,3,3,11,Loyal,49+,56-65
C1627,47,34,internet,132.57,0,4507.38,2.0,7.111,3,4,4,11,Loyal,25-48,46-55
C1628,34,69,bundle,35.59,0,2455.71,3.0,12.745,5,5,3,13,Champions,49+,26-35
C1629,66,29,mobile,48.98,0,1420.42,1.0,3.401,3,2,2,7,Potential,25-48,65+
C1630,37,70,bundle,28.14,0,1969.8,3.0,12.788,5,5,3,13,Champions,49+,36-45
C1631,65,62,mobile,104.66,1,6488.92,1.0,4.143,5,3,5,13,Champions,49+,56-65
C1632,42,27,internet,142.16,0,3838.32,2.0,6.664,2,4,4,10,Loyal,25-48,36-45
C1633,39,59,internet,47.66,0,2811.94,2.0,8.189,5,4,3,12,Champions,49+,36-45
C1634,30,36,internet,76.56,0,2756.16,2.0,7.222,3,4,3,10,Loyal,25-48,26-35
C1635,36,21,mobile,98.81,0,2075.01,1.0,3.091,2,1,3,6,Potential,13-24,36-45
C1636,66,67,tv,149.93,1,10045.31,1.0,4.22,5,3,5,13,Champions,49+,65+
C1637,53,19,mobile,24.67,0,468.73,1.0,2.996,2,1,1,4,At Risk,13-24,46-55
C1638,29,67,tv,79.8,0,5346.6,1.0,4.22,5,3,5,13,Champions,49+,26-35
C1639,58,63,mobile,63.92,0,4026.96,1.0,4.159,5,3,4,12,Champions,49+,56-65
C1640,36,16,mobile,131.21,1,2099.36,1.0,2.833,2,1,3,6,Potential,13-24,36-45
C1641,29,11,internet,76.64,0,843.04,2.0,4.97,1,3,2,6,Potential,7-12,26-35
C1642,26,21,bundle,25.54,0,536.34,3.0,9.273,2,5,1,8,Potential,13-24,26-35
C1643,24,16,bundle,98.82,0,1581.12,3.0,8.5,2,4,2,8,Potential,13-24,18-25
C1644,45,9,tv,117.91,1,1061.19,1.0,2.303,1,1,2,4,At Risk,7-12,36-45
C1645,31,64,bundle,10.4,0,665.6,3.0,12.523,5,5,1,11,Loyal,49+,26-35
C1646,48,21,mobile,130.25,1,2735.25,1.0,3.091,2,1,3,6,Potential,13-24,46-55
C1647,69,49,mobile,36.04,0,1765.96,1.0,3.912,4,2,3,9,Loyal,49+,65+
C1648,36,13,internet,87.29,0,1134.77,2.0,5.278,1,3,2,6,Potential,13-24,36-45
C1649,64,63,internet,68.21,0,4297.23,2.0,8.318,5,4,4,13,Champions,49+,56-65
C1650,33,46,bundle,110.75,0,5094.5,3.0,11.55,4,5,5,14,Champions,25-48,26-35
C1651,22,28,tv,61.96,0,1734.88,1.0,3.367,3,2,3,8,Potential,25-48,18-25
C1652,52,35,bundle,131.77,0,4611.95,3.0,10.751,3,5,4,12,Champions,25-48,46-55
C1653,29,51,bundle,112.27,0,5725.77,3.0,11.854,4,5,5,14,Champions,49+,26-35
C1654,42,6,bundle,100.68,1,604.08,3.0,5.838,1,3,1,5,At Risk,0-6,36-45
C1655,69,28,bundle,121.47,1,3401.16,3.0,10.102,3,5,4,12,Champions,25-48,65+
C1656,38,10,mobile,115.56,1,1155.6,1.0,2.398,1,1,2,4,At Risk,7-12,36-45
C1657,53,32,tv,15.03,0,480.96,1.0,3.497,3,2,1,6,Potential,25-48,46-55
C1658,40,5,mobile,65.26,1,326.3,1.0,1.792,1,1,1,3,Hibernating,0-6,36-45
C1659,33,31,tv,140.31,0,4349.61,1.0,3.466,3,2,4,9,Loyal,25-48,26-35
C1660,56,50,internet,27.6,0,1380.0,2.0,7.864,4,4,2,10,Loyal,49+,56-65
C1661,62,57,bundle,113.19,1,6451.83,3.0,12.181,4,5,5,14,Champions,49+,56-65
C1662,59,25,mobile,146.44,1,3661.0,1.0,3.258,2,1,4,7,Potential,25-48,56-65
C1663,56,45,tv,17.31,0,778.95,1.0,3.829,4,2,2,8,Potential,25-48,56-65
C1664,31,28,internet,105.51,0,2954.28,2.0,6.735,3,4,4,11,Loyal,25-48,26-35
C1665,48,3,internet,75.54,0,226.62,2.0,2.773,1,1,1,3,Hibernating,0-6,46-55
C1666,22,12,bundle,91.08,0,1092.96,3.0,7.695,1,4,2,7,Potential,7-12,18-25
C1667,52,38,tv,21.95,0,834.1,1.0,3.664,3,2,2,7,Potential,25-48,46-55
C1668,40,14,mobile,16.02,0,224.28,1.0,2.708,2,1,1,4,At Risk,13-24,36-45
C1669,46,28,bundle,103.36,0,2894.08,3.0,10.102,3,5,3,11,Loyal,25-48,46-55
C1670,60,28,mobile,125.26,1,3507.28,1.0,3.367,3,2,4,9,Loyal,25-48,56-65
C1671,28,31,internet,119.48,0,3703.88,2.0,6.931,3,4,4,11,Loyal,25-48,26-35
C1672,35,1,mobile,86.13,1,86.13,1.0,0.693,1,1,1,3,Hibernating,0-6,26-35
C1673,64,46,mobile,23.98,0,1103.08,1.0,3.85,4,2,2,8,Potential,25-48,56-65
C1674,29,21,bundle,106.33,0,2232.93,3.0,9.273,2,5,3,10,Loyal,13-24,26-35
C1675,26,26,mobile,43.86,0,1140.36,1.0,3.296,2,2,2,6,Potential,25-48,26-35
C1676,27,66,bundle,137.55,0,9078.3,3.0,12.614,5,5,5,15,Champions,49+,26-35
C1677,61,55,internet,127.36,1,7004.8,2.0,8.051,4,4,5,13,Champions,49+,56-65
C1678,34,20,bundle,109.31,0,2186.2,3.0,9.134,2,5,3,10,Loyal,13-24,26-35
C1679,55,46,bundle,142.84,0,6570.64,3.0,11.55,4,5,5,14,Champions,25-48,46-55
C1680,24,58,tv,14.4,0,835.2,1.0,4.078,5,3,2,10,Loyal,49+,18-25
C1681,63,5,mobile,113.07,1,565.35,1.0,1.792,1,1,1,3,Hibernating,0-6,56-65
C1682,30,18,internet,56.23,0,1012.14,2.0,5.889,2,3,2,7,Potential,13-24,26-35
C1683,57,56,bundle,136.85,0,7663.6,3.0,12.129,4,5,5,14,Champions,49+,56-65
C1684,59,68,internet,47.33,0,3218.44,2.0,8.468,5,4,4,13,Champions,49+,56-65
C1685,26,2,tv,111.48,1,222.96,1.0,1.099,1,1,1,3,Hibernating,0-6,26-35
C1686,67,0,mobile,132.87,1,0.0,1.0,0.0,1,1,1,3,Hibernating,0-6,65+
C1687,44,57,bundle,15.83,0,902.31,3.0,12.181,4,5,2,11,Loyal,49+,36-45
C1688,19,37,mobile,65.67,0,2429.79,1.0,3.638,3,2,3,8,Potential,25-48,18-25
C1689,22,14,tv,116.72,1,1634.08,1.0,2.708,2,1,3,6,Potential,13-24,18-25
C1690,46,33,tv,73.69,0,2431.77,1.0,3.526,3,2,3,8,Potential,25-48,46-55
C1691,54,60,internet,47.42,0,2845.2,2.0,8.222,5,4,3,12,Champions,49+,46-55
C1692,55,34,bundle,40.77,0,1386.18,3.0,10.666,3,5,2,10,Loyal,25-48,46-55
C1693,36,63,internet,28.41,0,1789.83,2.0,8.318,5,4,3,12,Champions,49+,36-45
C1694,25,24,tv,130.0,0,3120.0,1.0,3.219,2,1,4,7,Potential,13-24,18-25
C1695,65,23,mobile,90.55,0,2082.65,1.0,3.178,2,1,3,6,Potential,13-24,56-65
C1696,62,11,internet,20.69,1,227.59,2.0,4.97,1,3,1,5,At Risk,7-12,56-65
C1697,18,17,internet,63.56,0,1080.52,2.0,5.781,2,3,2,7,Potential,13-24,18-25
C1698,39,14,mobile,61.48,0,860.72,1.0,2.708,2,1,2,5,At Risk,13-24,36-45
C1699,69,26,internet,35.44,0,921.44,2.0,6.592,2,4,2,8,Potential,25-48,65+
C1700,34,71,mobile,70.97,0,5038.87,1.0,4.277,5,3,5,13,Champions,49+,26-35
C1701,24,59,bundle,56.49,0,3332.91,3.0,12.283,5,5,4,14,Champions,49+,18-25
C1702,42,45,mobile,57.85,0,2603.25,1.0,3.829,4,2,3,9,Loyal,25-48,36-45
C1703,62,16,bundle,113.46,1,1815.36,3.0,8.5,2,4,3,9,Loyal,13-24,56-65
C1704,21,52,mobile,41.26,0,2145.52,1.0,3.97,4,2,3,9,Loyal,49+,18-25
C1705,53,7,tv,99.86,0,699.02,1.0,2.079,1,1,2,4,At Risk,7-12,46-55
C1706,23,26,tv,89.89,0,2337.14,1.0,3.296,2,2,3,7,Potential,25-48,18-25
C1707,48,45,bundle,89.53,0,4028.85,3.0,11.486,4,5,4,13,Champions,25-48,46-55
C1708,36,49,bundle,102.82,0,5038.18,3.0,11.736,4,5,5,14,Champions,49+,36-45
C1709,61,70,tv,86.77,0,6073.9,1.0,4.263,5,3,5,13,Champions,49+,56-65
C1710,56,2,bundle,133.1,1,266.2,3.0,3.296,1,2,1,4,At Risk,0-6,56-65
C1711,44,63,mobile,104.58,1,6588.54,1.0,4.159,5,3,5,13,Champions,49+,36-45
C1712,27,43,mobile,86.57,0,3722.51,1.0,3.784,4,2,4,10,Loyal,25-48,26-35
C1713,43,52,tv,126.17,0,6560.84,1.0,3.97,4,2,5,11,Loyal,49+,36-45
C1714,36,23,internet,94.86,0,2181.78,2.0,6.356,2,3,3,8,Potential,13-24,36-45
C1715,56,59,mobile,50.76,0,2994.84,1.0,4.094,5,3,4,12,Champions,49+,56-65
C1716,20,2,bundle,38.99,1,77.98,3.0,3.296,1,2,1,4,At Risk,0-6,18-25
C1717,62,19,internet,31.33,0,595.27,2.0,5.991,2,3,1,6,Potential,13-24,56-65
C1718,30,45,internet,135.92,0,6116.4,2.0,7.657,4,4,5,13,Champions,25-48,26-35
C1719,67,14,mobile,109.42,1,1531.88,1.0,2.708,2,1,2,5,At Risk,13-24,65+
C1720,45,24,mobile,141.23,1,3389.52,1.0,3.219,2,1,4,7,Potential,13-24,36-45
C1721,37,70,internet,94.46,0,6612.2,2.0,8.525,5,4,5,14,Champions,49+,36-45
C1722,45,16,internet,76.28,0,1220.48,2.0,5.666,2,3,2,7,Potential,13-24,36-45
C1723,25,8,tv,18.36,0,146.88,1.0,2.197,1,1,1,3,Hibernating,7-12,18-25
C1724,58,37,bundle,104.03,0,3849.11,3.0,10.913,3,5,4,12,Champions,25-48,56-65
C1725,56,47,tv,91.51,0,4300.97,1.0,3.871,4,2,4,10,Loyal,25-48,56-65
C1726,18,59,mobile,148.63,1,8769.17,1.0,4.094,5,3,5,13,Champions,49+,18-25
C1727,20,62,tv,43.48,0,2695.76,1.0,4.143,5,3,3,11,Loyal,49+,18-25
C1728,30,1,tv,84.3,0,84.3,1.0,0.693,1,1,1,3,Hibernating,0-6,26-35
C1729,45,71,tv,101.13,0,7180.23,1.0,4.277,5,3,5,13,Champions,49+,36-45
C1730,66,10,tv,100.24,1,1002.4,1.0,2.398,1,1,2,4,At Risk,7-12,65+
C1731,42,63,bundle,88.58,0,5580.54,3.0,12.477,5,5,5,15,Champions,49+,36-45
C1732,50,71,bundle,118.77,0,8432.67,3.0,12.83,5,5,5,15,Champions,49+,46-55
C1733,55,20,internet,38.7,0,774.0,2.0,6.089,2,3,2,7,Potential,13-24,46-55
C1734,23,17,mobile,111.59,1,1897.03,1.0,2.89,2,1,3,6,Potential,13-24,18-25
C1735,61,63,tv,96.76,0,6095.88,1.0,4.159,5,3,5,13,Champions,49+,56-65
C1736,62,37,internet,135.45,1,5011.65,2.0,7.275,3,4,5,12,Champions,25-48,56-65
C1737,49,31,internet,128.61,0,3986.91,2.0,6.931,3,4,4,11,Loyal,25-48,46-55
C1738,62,10,internet,54.12,1,541.2,2.0,4.796,1,3,1,5,At Risk,7-12,56-65
C1739,64,44,bundle,48.67,0,2141.48,3.0,11.42,4,5,3,12,Champions,25-48,56-65
C1740,38,32,tv,147.43,0,4717.76,1.0,3.497,3,2,4,9,Loyal,25-48,36-45
C1741,33,40,tv,83.82,0,3352.8,1.0,3.714,3,2,4,9,Loyal,25-48,26-35
C1742,38,7,mobile,136.9,1,958.3,1.0,2.079,1,1,2,4,At Risk,7-12,36-45
C1743,28,10,tv,32.94,0,329.4,1.0,2.398,1,1,1,3,Hibernating,7-12,26-35
C1744,54,50,tv,99.99,0,4999.5,1.0,3.932,4,2,5,11,Loyal,49+,46-55
C1745,53,40,internet,123.38,0,4935.2,2.0,7.427,3,4,5,12,Champions,25-48,46-55
C1746,52,16,mobile,142.64,1,2282.24,1.0,2.833,2,1,3,6,Potential,13-24,46-55
C1747,36,45,tv,57.23,0,2575.35,1.0,3.829,4,2,3,9,Loyal,25-48,36-45
C1748,37,31,bundle,111.5,0,3456.5,3.0,10.397,3,5,4,12,Champions,25-48,36-45
C1749,35,53,tv,85.43,0,4527.79,1.0,3.989,4,2,4,10,Loyal,49+,26-35
C1750,64,19,internet,18.49,0,351.31,2.0,5.991,2,3,1,6,Potential,13-24,56-65
C1751,58,32,bundle,106.6,0,3411.2,3.0,10.49,3,5,4,12,Champions,25-48,56-65
C1752,66,39,internet,106.61,1,4157.79,2.0,7.378,3,4,4,11,Loyal,25-48,65+
C1753,31,31,tv,140.28,0,4348.68,1.0,3.466,3,2,4,9,Loyal,25-48,26-35
C1754,32,1,bundle,79.62,0,79.62,3.0,2.079,1,1,1,3,Hibernating,0-6,26-35
C1755,48,32,mobile,42.24,0,1351.68,1.0,3.497,3,2,2,7,Potential,25-48,46-55
C1756,18,29,mobile,16.24,0,470.96,1.0,3.401,3,2,1,6,Potential,25-48,18-25
C1757,20,32,bundle,68.19,0,2182.08,3.0,10.49,3,5,3,11,Loyal,25-48,18-25
C1758,33,25,bundle,52.27,0,1306.75,3.0,9.774,2,5,2,9,Loyal,25-48,26-35
C1759,40,21,internet,116.55,0,2447.55,2.0,6.182,2,3,3,8,Potential,13-24,36-45
C1760,28,65,bundle,59.6,0,3874.0,3.0,12.569,5,5,4,14,Champions,49+,26-35
C1761,29,37,internet,142.87,0,5286.19,2.0,7.275,3,4,5,12,Champions,25-48,26-35
C1762,27,45,tv,144.72,0,6512.4,1.0,3.829,4,2,5,11,Loyal,25-48,26-35
C1763,49,14,internet,96.93,0,1357.02,2.0,5.416,2,3,2,7,Potential,13-24,46-55
C1764,33,43,bundle,140.01,0,6020.43,3.0,11.353,4,5,5,14,Champions,25-48,26-35
C1765,25,48,bundle,116.52,0,5592.96,3.0,11.675,4,5,5,14,Champions,25-48,18-25
C1766,55,60,tv,86.56,0,5193.6,1.0,4.111,5,3,5,13,Champions,49+,46-55
C1767,29,66,bundle,35.24,0,2325.84,3.0,12.614,5,5,3,13,Champions,49+,26-35
C1768,41,5,bundle,74.2,0,371.0,3.0,5.375,1,3,1,5,At Risk,0-6,36-45
C1769,45,8,mobile,88.52,1,708.16,1.0,2.197,1,1,2,4,At Risk,7-12,36-45
C1770,25,5,mobile,130.95,1,654.75,1.0,1.792,1,1,1,3,Hibernating,0-6,18-25
C1771,45,31,tv,77.39,0,2399.09,1.0,3.466,3,2,3,8,Potential,25-48,36-45
C1772,53,40,internet,135.67,0,5426.8,2.0,7.427,3,4,5,12,Champions,25-48,46-55
C1773,43,7,mobile,104.41,1,730.87,1.0,2.079,1,1,2,4,At Risk,7-12,36-45
C1774,25,71,internet,29.18,0,2071.78,2.0,8.553,5,4,3,12,Champions,49+,18-25
C1775,67,49,bundle,149.3,1,7315.7,3.0,11.736,4,5,5,14,Champions,49+,65+
C1776,45,61,mobile,83.81,0,5112.41,1.0,4.127,5,3,5,13,Champions,49+,36-45
C1777,45,61,tv,64.86,0,3956.46,1.0,4.127,5,3,4,12,Champions,49+,36-45
C1778,54,6,tv,102.28,1,613.68,1.0,1.946,1,1,1,3,Hibernating,0-6,46-55
C1779,58,3,tv,25.25,0,75.75,1.0,1.386,1,1,1,3,Hibernating,0-6,56-65
C1780,53,5,mobile,99.12,1,495.6,1.0,1.792,1,1,1,3,Hibernating,0-6,46-55
C1781,44,57,internet,79.75,0,4545.75,2.0,8.121,5,4,4,13,Champions,49+,36-45
C1782,34,21,bundle,66.93,0,1405.53,3.0,9.273,2,5,2,9,Loyal,13-24,26-35
C1783,26,25,internet,143.42,0,3585.5,2.0,6.516,2,4,4,10,Loyal,25-48,26-35
C1784,50,2,internet,83.16,0,166.32,2.0,2.197,1,1,1,3,Hibernating,0-6,46-55
C1785,37,40,bundle,40.68,0,1627.2,3.0,11.141,3,5,3,11,Loyal,25-48,36-45
C1786,30,59,bundle,74.25,0,4380.75,3.0,12.283,5,5,4,14,Champions,49+,26-35
C1787,45,13,mobile,138.71,1,1803.23,1.0,2.639,1,1,3,5,At Risk,13-24,36-45
C1788,65,11,mobile,34.65,1,381.15,1.0,2.485,1,1,1,3,Hibernating,7-12,56-65
C1789,46,11,mobile,39.95,1,439.45,1.0,2.485,1,1,1,3,Hibernating,7-12,46-55
C1790,30,12,mobile,11.82,0,141.84,1.0,2.565,1,1,1,3,Hibernating,7-12,26-35
C1791,63,24,mobile,11.99,0,287.76,1.0,3.219,2,1,1,4,At Risk,13-24,56-65
C1792,52,44,bundle,126.11,0,5548.84,3.0,11.42,4,5,5,14,Champions,25-48,46-55
C1793,23,18,internet,112.5,1,2025.0,2.0,5.889,2,3,3,8,Potential,13-24,18-25
C1794,35,54,mobile,59.71,0,3224.34,1.0,4.007,4,3,4,11,Loyal,49+,26-35
C1795,68,44,mobile,107.76,1,4741.44,1.0,3.807,4,2,4,10,Loyal,25-48,65+
C1796,22,7,internet,65.33,1,457.31,2.0,4.159,1,3,1,5,At Risk,7-12,18-25
C1797,64,52,mobile,143.41,1,7457.32,1.0,3.97,4,2,5,11,Loyal,49+,56-65
C1798,42,54,internet,145.39,0,7851.06,2.0,8.015,4,4,5,13,Champions,49+,36-45
C1799,19,31,internet,64.99,0,2014.69,2.0,6.931,3,4,3,10,Loyal,25-48,18-25
C1800,27,50,bundle,129.59,0,6479.5,3.0,11.795,4,5,5,14,Champions,49+,26-35
C1801,47,43,tv,118.23,0,5083.89,1.0,3.784,4,2,5,11,Loyal,25-48,46-55
C1802,67,69,bundle,53.4,0,3684.6,3.0,12.745,5,5,4,14,Champions,49+,65+
C1803,62,17,tv,42.49,0,722.33,1.0,2.89,2,1,2,5,At Risk,13-24,56-65
C1804,22,21,tv,74.15,0,1557.15,1.0,3.091,2,1,2,5,At Risk,13-24,18-25
C1805,50,36,tv,119.39,0,4298.04,1.0,3.611,3,2,4,9,Loyal,25-48,46-55
C1806,18,55,mobile,144.42,1,7943.1,1.0,4.025,4,3,5,12,Champions,49+,18-25
C1807,35,58,bundle,116.9,0,6780.2,3.0,12.233,5,5,5,15,Champions,49+,26-35
C1808,49,2,tv,129.73,1,259.46,1.0,1.099,1,1,1,3,Hibernating,0-6,46-55
C1809,64,27,internet,94.43,0,2549.61,2.0,6.664,2,4,3,9,Loyal,25-48,56-65
C1810,66,34,mobile,126.96,1,4316.64,1.0,3.555,3,2,4,9,Loyal,25-48,65+
C1811,28,60,bundle,119.82,0,7189.2,3.0,12.333,5,5,5,15,Champions,49+,26-35
C1812,38,53,tv,62.78,0,3327.34,1.0,3.989,4,3,4,11,Loyal,49+,36-45
C1813,43,62,internet,87.28,0,5411.36,2.0,8.286,5,4,5,14,Champions,49+,36-45
C1814,42,6,bundle,122.67,1,736.02,3.0,5.838,1,3,2,6,Potential,0-6,36-45
C1815,39,48,bundle,16.45,0,789.6,3.0,11.675,4,5,2,11,Loyal,25-48,36-45
C1816,44,30,mobile,123.13,1,3693.9,1.0,3.434,3,2,4,9,Loyal,25-48,36-45
C1817,66,57,bundle,34.9,0,1989.3,3.0,12.181,5,5,3,13,Champions,49+,65+
C1818,30,60,mobile,82.06,0,4923.6,1.0,4.111,5,3,5,13,Champions,49+,26-35
C1819,50,23,tv,123.16,0,2832.68,1.0,3.178,2,1,3,6,Potential,13-24,46-55
C1820,51,19,mobile,45.53,0,865.07,1.0,2.996,2,1,2,5,At Risk,13-24,46-55
C1821,58,36,internet,44.41,0,1598.76,2.0,7.222,3,4,2,9,Loyal,25-48,56-65
C1822,52,3,mobile,66.39,1,199.17,1.0,1.386,1,1,1,3,Hibernating,0-6,46-55
C1823,18,19,internet,135.25,1,2569.75,2.0,5.991,2,3,3,8,Potential,13-24,18-25
